"Tipo de producto","Marca","Nombre de Fantasía","Denominación de venta","RNPA"
"Postres, flanes y helados listos para consumir","Danette Coffee","No registra","Postre sabor café mocha libre de gluten","02-576943"
"Postres, flanes y helados listos para consumir","Danette Coffee","No registra","Postre sabor café latte libre de gluten","02-577050"
"Postres, flanes y helados listos para consumir","Danette Duplette","No registra","Postre sabor a crema americana con salsa sabor a chocolate libre de gluten","02-559124"
"Postres, flanes y helados listos para consumir","Danette Duplette","No registra","Postre sabor a lemon pie con salsa sabor limón - Libre de gluten","02-560968"
"Postres, flanes y helados listos para consumir","Danette Duplette Crème & Caramel","No registra","Postre sabor a crema americana con caramelo libre de gluten","02-524298"
"Postres, flanes y helados listos para consumir","Danette Suspiro","No registra","Postre sabor dulce de leche con postre aireado sabor caramelo libre de gluten","02-566747"
"Postres, flanes y helados listos para consumir","Danonino","No registra","Alimento lácteo concentrado a base de leche, azúcar y pulpa de manzana sabor vainilla fortificada con calcio hierro, zinc y vitaminas A B9 y D libre de gluten sin TACC","02-520156"
"Postres, flanes y helados listos para consumir","Danonino","No registra","Alimento lácteo a base de leche, azúcar y pulpa de frutilla fortificado con hierro, zinc y vitaminas A, D y B9 - Libre de gluten - Sin TACC","02-524310"
"Postres, flanes y helados listos para consumir","Danonino","No registra","Alimento lácteo firme a base de leche, azúcar y pulpa de frutillas, fortificado con calcio, hierro, zinc y vitaminas A, B9, y D - Libre de gluten","02-533477"
"Postres, flanes y helados listos para consumir","Danonino","No registra","Postre sabor a vainilla fortificado con zinc y vitaminas A, D y B9 libre de gluten","02-559101"
"Postres, flanes y helados listos para consumir","Danonino","No registra","Alimento lácteo firme a base de leche, azúcar y preparado de manzana sabor vainilla, fortificado con calcio, hierro ,zinc y vitaminas A, B9 y D libre de gluten","02-577488"
"Postres, flanes y helados listos para consumir","Danonino","No registra","Alimento lácteo firme a base de leche, azúcar y preparado de banana y dulce de leche fortificado con calcio, hierro, zinc y vitaminas A, D y ácido fólico - Libre de gluten","02-577768"
"Postres, flanes y helados listos para consumir","Danonino","No registra","Alimento lácteo a base de leche, azúcar y preparado de frutillas, fortificado con hierro, zinc, calcio y vitaminas A, B12, D y ácido fólico- Libre de gluten","02-589382"
"Postres, flanes y helados listos para consumir","Danonino","No registra","Alimento lácteo firme a base de leche, azúcar y preparado de banana, fortificado con calcio, hierro zinc y vitaminas A, D y ácido fólico- Libre de gluten","02-592683"
"Postres, flanes y helados listos para consumir","Danonino Cereales","No registra","Producto lácteo concentrado a base de leche, azúcar y pulpa de fruta con cereal fortificado con calcio, hierro, zinc y vitaminas A, B9 y D - Libre de gluten","02-552449"
"Postres, flanes y helados listos para consumir","Danonino Durazno Embrujado","No registra","Alimento lácteo concentrado a base de leche, azúcar y preparado de durazno, fortificado con calcio, hierro, zinc y vitaminas A, B9 y D. Libre de gluten","02-559372"
"Postres, flanes y helados listos para consumir","Día %","No registra","Postre sabor chocolate fortificado con vitamina A y vitamina D. Libre de gluten","4062872"
"Postres, flanes y helados listos para consumir","Día% - Arroz con leche con canela","No registra","Arroz con leche con canela, fortificado con vitaminas A y D. Libre de gluten","02-576981"
"Postres, flanes y helados listos para consumir","Dulcor","No registra","Postre de dulce de leche. Libre de gluten","4061791"
"Postres, flanes y helados listos para consumir","Dulcor","No registra","Postre de dulce de leche con chocolate libre de gluten","4061996"
"Postres, flanes y helados listos para consumir","El noble","No registra","Crema helada de chocolate - libre de gluten","02-593587"
"Postres, flanes y helados listos para consumir","El noble","No registra","Crema helada de dulce de leche - libre de gluten","02-593588"
"Postres, flanes y helados listos para consumir","El noble","No registra","Crema helada sabor crema americana - libre de gluten","02-593589"
"Postres, flanes y helados listos para consumir","El noble","No registra","Crema helada de chocolate - libre de gluten","02-593587"
"Postres, flanes y helados listos para consumir","El noble","No registra","Crema helada de dulce de leche - libre de gluten","02-593588"
"Postres, flanes y helados listos para consumir","El noble","No registra","Crema helada sabor crema americana - libre de gluten","02-593589"
"Postres, flanes y helados listos para consumir","Esnaola","No registra","Postre de dulce de leche. Libre de gluten","4061790"
"Postres, flanes y helados listos para consumir","Esnaola","No registra","Postre de dulce de leche con chocolate libre de gluten","4061975"
"Postres, flanes y helados listos para consumir","Frahel","No registra","Helado de crema sabor dulce de leche - Libre de gluten","02-569632"
"Postres, flanes y helados listos para consumir","Frahel","No registra","Helado de crema sabor dulce de leche granizado - Libre de gluten","02-571040"
"Postres, flanes y helados listos para consumir","Frahel","No registra","Helado de crema sabor chocolate con almendras - Libre de gluten","02-569631"
"Postres, flanes y helados listos para consumir","Frahel","No registra","Helado de crema sabor flan con dulce de leche","02-569633"
"Postres, flanes y helados listos para consumir","Frahel","No registra","Helado de crema sabor banana con dulce de leche granizado, banana split granizada - Libre de gluten sin TACC","02-571042"
"Postres, flanes y helados listos para consumir","Frahel","No registra","Helado de agua de limón - Libre de gluten sin TACC","02-571044"
"Postres, flanes y helados listos para consumir","Helados Uriel","No registra","Helado dietético al agua sabor ananá, reducido en calorías. Libre de gluten. Sin TACC","21-088291"
"Postres, flanes y helados listos para consumir","Helados Uriel","No registra","Helado dietético al agua sabor durazno, reducido en calorías. Libre de gluten. Sin TACC","21-088299"
"Postres, flanes y helados listos para consumir","Helados Uriel","No registra","Helado dietético al agua sabor limón, reducido en calorías. Libre de gluten. Sin TACC","21-088292"
"Postres, flanes y helados listos para consumir","Helados Uriel","No registra","Helado dietético de chocolate, reducido en calorías. Libre de gluten. Sin TACC","21-088297"
"Postres, flanes y helados listos para consumir","Helados Uriel","No registra","Helado dietético sabor banana, reducido en calorías. Libre de gluten. Sin TACC","21-088295"
"Postres, flanes y helados listos para consumir","Helados Uriel","No registra","Helado dietético sabor chantilli, reducido en calorías. Libre de gluten. Sin TACC","21-088296"
"Postres, flanes y helados listos para consumir","Helados Uriel","No registra","Helado dietético sabor dulce de leche, reducido en calorías. Libre de gluten. Sin TACC","21-088298"
"Postres, flanes y helados listos para consumir","Helados Uriel","No registra","Helado dietético sabor frutilla, reducido en calorías. Libre de gluten. Sin TACC","21-088293"
"Postres, flanes y helados listos para consumir","Helados Uriel","No registra","Helado dietético sabor vainilla, reducido en calorías. Libre de gluten. Sin TACC","21-088294"
"Postres, flanes y helados listos para consumir","Ilolay Kids","No registra","Flan sabor vainilla con caramelo fortificado con vitaminas A y D libre de gluten","21-037302"
"Postres, flanes y helados listos para consumir","Ilolay Kids","No registra","Flan sabor vainilla con caramelo y dulce de leche, fortificado con vitaminas A y D libre de gluten","21-037293"
"Postres, flanes y helados listos para consumir","Ilolay Kids","No registra","Postre lácteo sabor a dulce de leche, fortificado con vitaminas A y D. Libre de gluten","21-043408"
"Postres, flanes y helados listos para consumir","Ilolay Kids","No registra","Postre lácteo sabor a vainilla con dulce de leche, fortificado con vitaminas A y D Libre de gluten","21-037303"
"Postres, flanes y helados listos para consumir","Ilolay Kids","No registra","Postre lácteo sabor chocolate fortificado con vitaminas A y D Libre de gluten","21-037591"
"Postres, flanes y helados listos para consumir","Ilolay Kids","No registra","Postre lácteo sabor vainilla fortificado con vitaminas A y D Libre de gluten","21-037294"
"Postres, flanes y helados listos para consumir","Junior - La Serenísima","No registra","Alimento a base de leche descremada baja lactosa fortificada con calcio, homogeneizado, ultrapasteurizado. Libre de gluten","02-593709"
"Postres, flanes y helados listos para consumir","Junior - La Serenísima","No registra","Alimento a base de leche descremada baja en lactosa, fortificada con calcio y jugo de mandarina. Libre de gluten","02-593710"
"Postres, flanes y helados listos para consumir","Junior - La Serenísima","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio homogeneizado, UAT, con cacao, fortificado con hierro, vitaminas A, D, B2, B9 y C. Libre de gluten.","02-593711"
"Postres, flanes y helados listos para consumir","Junior - La Serenísima","No registra","Alimento a base de leche descremada baja lactosa fortificada con calcio, homogeneizado, ultrapasteurizado, con cacao, fortificado con hierro, vitaminas A, D, B2, B9 y C.Fuente de zinc - libre de gluten - sabor alfajor de chocolate","02-593709"
"Postres, flanes y helados listos para consumir","Junior - La Serenísima","No registra","Alimento a base de leche descremada baja en lactosa, fortificada con calcio y jugo de mandarina , homogeneizado, UAT, fortificado con hierro, vitaminas A, D, B2, B9 y C, fuente de zinc- libre de gluten","02-593710"
"Postres, flanes y helados listos para consumir","Junior - La Serenísima","No registra","Alimento a base de leche descremada baja en lactosa fortificada con calcio homogeneizado, UAT, con cacao, fortificado con hierro, vitaminas A, D, B2, B9 y C, fuente de zinc - libre de gluten - sabor alfajor de chocolate","02-593711"
"Postres, flanes y helados listos para consumir","Kosmilk","No registra","Flan sabor vainilla. Libre de gluten","21-030541"
"Postres, flanes y helados listos para consumir","Kosmilk","No registra","Postre sabor chocolate. Libre de gluten","21-030539"
"Postres, flanes y helados listos para consumir","Kosmilk","No registra","Postre sabor dulce de leche libre de gluten","21-030538"
"Postres, flanes y helados listos para consumir","Kosmilk","No registra","Postre sabor vainilla. Libre de gluten","21-030540"
"Postres, flanes y helados listos para consumir","La Anónima","No registra","Flan sabor vainilla con caramelo fortificado con vitaminas A y D. Libre de gluten.","21-040345"
"Postres, flanes y helados listos para consumir","La Anónima","No registra","Postre lácteo sabor chocolate fortificado con vitaminas A y D. Libre de gluten.","21-040343"
"Postres, flanes y helados listos para consumir","La Anónima","No registra","Postre lácteo sabor vainilla con dulce de leche fortificado con Vitaminas A y D. Libre de gluten","21-040340"
"Postres, flanes y helados listos para consumir","La Anónima","No registra","Postre lácteo sabor vainilla fortificado con vitaminas A y D. Libre de gluten","21-040344"
"Postres, flanes y helados listos para consumir","La Anónima Kids","No registra","Flan sabor vainilla con caramelo fortificado con vitaminas A y D libre de gluten","21-109196"
"Postres, flanes y helados listos para consumir","La Anónima Kids","No registra","Postre lácteo sabor chocolate fortificado con vitaminas A y D libre de gluten","21-109317"
"Postres, flanes y helados listos para consumir","La Anónima Kids","No registra","Postre lácteo sabor vainilla con dulce de leche fortificado con vitaminas A y D libre de gluten","21-109195"
"Postres, flanes y helados listos para consumir","La Anónima Kids","No registra","Postre lácteo sabor vainilla fortificado con vitaminas A y D libre de gluten","21-109306"
